created_at,full_text,score,label
Fri Oct 27 00:40:44 +0000 2023,wfa gaji kecil mah stres anywhere butuh duit mau sehat mental konsultasi psikolog amp psikiater butuh duit mau beli tiket konser healing bayar member gym pilates yoga self reward gue gen sih lebih butuh gaji besar,-2,Negatif
Thu Oct 26 23:06:08 +0000 2023,riset gen rela gaji kecil asal wfh trenasia,-1,Negatif
Thu Oct 26 17:34:58 +0000 2023,riset bohong gen kagak duit macam mana mau gaji kecil bela bela wfa doang,-3,Negatif
Thu Oct 26 17:00:51 +0000 2023,gen kalo gaji gede lari pinjol kalo enggak psikiater,-1,Negatif
Thu Oct 26 16:15:23 +0000 2023,gen gaji kecil gapapa lama dibiayain orang tau kalo generasi sandwich cuma menang pojok,-6,Negatif
Thu Oct 26 13:46:36 +0000 2023,kataa sapee bjirrr gen mah mau nya punya gaji gede mental sehat wfa,1,Positif
Thu Oct 26 12:34:43 +0000 2023,rela gaji kecil butuh banyak uang enggak cukup stres ujung boro sehat mental wkwk benar tuh gen mau wfa sehat mental gaji besar,-6,Negatif
Thu Oct 26 11:36:13 +0000 2023,kata paman ben film spiderman kuat besar datang tanggung jawab besar mungkin gen enggak mau gaji gede enggak mau punya tanggung jawab gede jadi lebih baik gaji kecil tanggung jawab kecil,-6,Negatif
Thu Oct 26 11:02:33 +0000 2023,salah gen mau wfa sehat mental gaji besar aku,-1,Negatif
Thu Oct 26 09:57:02 +0000 2023,aku gen note kalau gaji besar wfa sehat mental,-1,Negatif
Thu Oct 26 09:37:00 +0000 2023,survey mana deh gen kayak aku mau gaji gede lebih sehat mental gaji kecil mah stres apa apa mahal bagaimana mental sehat,-3,Negatif
Thu Oct 26 09:31:34 +0000 2023,aku gen aku tim gaji besar wfowfa enggak masalah asal gaji besar mental sehat kalo dompet penuh,-2,Negatif
Thu Oct 26 09:09:09 +0000 2023,basically wfa gaji digit dream job gen,0,Netral
Thu Oct 26 07:46:00 +0000 2023,enggak laku buat gen kayak gue bodo kerja sama orang toxic penting gaji digit,1,Positif
Thu Oct 26 06:42:30 +0000 2023,yaallah aku tersindirrr gue gen realistis kok mau gaji gede mental aman plus wfa ahahahahha,2,Positif
Thu Oct 26 06:20:18 +0000 2023,hoax banget gen mau gaji gede sehat mental wfa wkwkwk,1,Positif
Thu Oct 26 06:01:28 +0000 2023,gen mana suaranyaaaaa apa iya kamu rasa kalo gaji kecil gapapa penting mental aman komen yuk genz survei gaji kerja work worklife mtbfmsurabaya,-1,Negatif
Thu Oct 26 05:49:58 +0000 2023,kata siapa anjir gen mau gaji atas umr wfa kalo asuransi sehat kantor bukan bpjs,-3,Negatif
Thu Oct 26 05:29:55 +0000 2023,gen gue mau kerja wfa gaji tinggi sih,1,Positif
Thu Oct 26 05:20:37 +0000 2023,sori gue tim gen wfh wfo wfa bebas asal gaji digit,-2,Negatif
Thu Oct 26 04:54:09 +0000 2023,hoax banget anjir gaji kecil buat mental enggak sehat gen mau gaji gede sehat mental and wfa thanks,1,Positif
Thu Oct 26 04:45:02 +0000 2023,millenial benar kayak begini enggak gen biasa nya deh nikah punya anak sandwich gen mau enggak mau utama gaji dulu mental health belakang kalo millenial kayak gua mau nikah bukan sandwich gen enggak tanggung baru deh lebih santai,-4,Negatif
Thu Oct 26 04:45:01 +0000 2023,gen sejati pengin wfa gaji besar,1,Positif
Thu Oct 26 04:43:46 +0000 2023,gue gen mending gaji besar terus kerja wfo kalo gaji kecil wfh,0,Netral
Thu Oct 26 02:35:40 +0000 2023,postingan gen satu ogah kerja kalo gaji kecil hadeh,-2,Negatif
Thu Oct 26 01:48:12 +0000 2023,dek gen jaman gaji banding lurus sehat mental,0,Netral
Thu Oct 26 00:45:52 +0000 2023,arti gue enggak masuk gen dong soal gue rela gaji kecil walaupun cekik tiap hari penting cukup wkwk,-3,Negatif
Wed Oct 25 11:35:31 +0000 2023,preeet gen minta gaji besar jobdesk dikit sehat mental pulang ontime,-1,Negatif
Wed Oct 25 09:26:39 +0000 2023,survei baru tunjuk karakteristik kalang gen pilih kerja generasi jadi kalang usia kerja rela terima turun gaji paling besar banding generasi ymillenials gen kali baby boomers,1,Positif
Wed Oct 25 08:42:15 +0000 2023,gapapa gaji kecil kan pinjol begitu kata gen,-2,Negatif
Wed Oct 25 08:34:13 +0000 2023,nyata alas banyak kerja gaji bawah umr gen suka gaji kecil,0,Netral
Wed Oct 25 07:08:49 +0000 2023,nih masalah gen gaji paspasan mau halalin orang,-1,Negatif
Wed Oct 25 06:16:30 +0000 2023,generasi gen jadi kelompok kerja paling rela terima gaji lebih kecil sehat mental fleksibilitas kerja hasil riset work relationship index keluar hp bagaimana gen tuju,1,Positif
Wed Oct 25 04:56:05 +0000 2023,seks dulu kaya gen sekarang minat jadi pns nya kurang lebih kerja startup gaji gede kerja remote,3,Positif
Wed Oct 25 03:00:51 +0000 2023,gue mending nak mental lelah gaji lembur astra anjir sumpah deh gen gen tuh gen mana deh wak kalo model kayak orang malas lindung bawah naung gen anjir,0,Netral
Wed Oct 25 03:00:46 +0000 2023,justru gen sekarang mau gaji gede wfh bukan gaji kecil amp wfa,-2,Negatif
Wed Oct 25 02:46:38 +0000 2023,gen kayak biasa hidup enak gamikir beban bayar depan jadi gaji kecil gamasalah,-3,Negatif
Wed Oct 25 02:34:51 +0000 2023,memang generasi mau susah aku gen ketimbang nganggur freelance aku mending kerja tetap deh gapapa capek awikwok asal gaji bagus,-1,Negatif
Wed Oct 25 02:27:59 +0000 2023,siape bilang gen pengin gaji kecil,-1,Negatif
Wed Oct 25 02:24:34 +0000 2023,ababil gen gaji juta jadi pns umur berapa,1,Positif
Wed Oct 25 02:23:03 +0000 2023,oalah gua gen ternyta gua enggak mau gaji kecil hahaha walopun tinggal sama orang tua tetap sih gua enggak rela,-3,Negatif
Wed Oct 25 02:11:05 +0000 2023,gen gaji juta kecil ideal juta,2,Positif
Wed Oct 25 01:24:32 +0000 2023,gaji kecil gen juta,0,Netral
Tue Oct 24 12:08:45 +0000 2023,makanya gen kalo tanya gaji jang kesinggunh biar enggak jadi kayak begini,-2,Negatif
Mon Oct 23 09:53:07 +0000 2023,riset work relationship index ungkap hewlettpackard hp sebut gen rela gaji kecil kerja fleksibel sehat mental,0,Netral
Mon Oct 23 05:10:35 +0000 2023,ieu ti kamar antep sugan bakal aya revisi pek teh hare weh mun niatna memang keur engagement mah maneh gelo sih sanajan gaji umr ge minimal pilih kasih nu baleg zaman geus maju nu kieu wae teu paham gen kitu mengsedih teu asup ajig ieu mah sumpah,-2,Negatif
Mon Oct 23 04:31:36 +0000 2023,riset work relationship index ungkap hewlettpackard hp sebut gen rela gaji kecil kerja fleksibel sehat mental,0,Netral
Mon Oct 23 04:31:34 +0000 2023,riset work relationship index ungkap hewlettpackard hp sebut gen rela gaji kecil kerja fleksibel sehat mental,0,Netral
Sat Oct 21 04:31:55 +0000 2023,gapapa mas tweet kalo jadi cawapres benar cukup cermin gen milinial suka lompat lompat kantor biar gaji jabat naik,0,Netral
Sat Oct 21 02:18:35 +0000 2023,gen perlu laku terima gaji pertama,2,Positif
Fri Oct 20 20:50:56 +0000 2023,memang apa luka sih kalo bawa gen gue gen bodo mau bilang gen lembek apa a way kadang benar kok kadang enggak enggak masalah enggak hubung sama pintar enggak sih masa pakai kasih sekian terima gaji,-1,Negatif
Fri Oct 20 15:37:02 +0000 2023,inti generasi milenial gen nasib tanggung kalau satu susah kerja kerja gaji kecil enggak mungkin punya rumah arti seluruh generasi rasai bukan punya empati malah nyaleg lu mau foya haaa,-1,Negatif
Thu Oct 19 16:32:09 +0000 2023,ghisau tengok gen nih mentang lah isteri zaman sekarang bekerjaya career sampai nafkah and primary expenses nak bersplit split siap nak combine gaji gila gila engkorang dua pergi lah kursus kawen dulu tanya pakar jangan main bedal je,-1,Negatif
Wed Oct 18 05:27:07 +0000 2023,tempo hari gen lulus bintaro ngeluh gue mas kampr banget direktur gua kagak erti apa enggak pernah kantor gue kagak kuat tahun begini gaji kecil banget banding sama teman gue digit bilanginnya bagaimana bil ababil,-2,Negatif
Wed Oct 18 01:47:21 +0000 2023,tama property sih paling kacau kesi keluarga muda mas enggak beli rumah gen sama millenial mas hahahah padahal gaji benar kalo lihat standar lumayan tinggi enggak sadar benar akumulasi turun,0,Netral
Sun Oct 15 12:59:46 +0000 2023,lowong nih guys betul ownernya teman cari anak gen energic senang jadi sales amp main sosmed pt sasana cipta mandiribsd tangerang industri teh eksport negeri gaji range juta no kontak dm semangat,0,Netral
Sat Oct 14 13:16:50 +0000 2023,tipikal gen mau gaji digit,0,Netral
Sat Oct 14 10:29:16 +0000 2023,apa dana pensiun apa tunjang hari tua apa jenjang karir apa rumah dinas keren mata gen kan kerja goler bean bag cik gratis es krim gratis gaji ngepas umr enggak apa penting ngonten a day my life gedung terus pamerin cik,-2,Negatif
Sat Oct 14 05:37:23 +0000 2023,id sejak jamur era medsos makin banyak milenialgen racun teori jabat pribumi nilep gaji,0,Netral
Fri Oct 13 18:02:17 +0000 2023,kakak sebagain millennial bilang sakit gen aku tuh kalo baru lulus alias fg tuh langsung idealis pengin gaji gede alam kerja bukan magang enggak kata memang rintis jadi kalo sempat kerja tuh ambil dulu jangan idealis kitu ceunah wak,-1,Negatif
Fri Oct 13 02:07:22 +0000 2023,tolak masa turun gaji gua,-2,Negatif
Thu Oct 12 03:02:02 +0000 2023,nih tanya gen kalo lo expect gaji dijit kaca dulu please kalo anak kemarin sore struggle dulu monyet,-3,Negatif
Mon Oct 09 10:54:03 +0000 2023,gen korea banyak hopeless buat beli rumah meni duit lari luxury shopping gaji umr tas kerja ganti entar channel entar lv entar gucci lah teman gue kaum,2,Positif
Thu Oct 05 11:08:52 +0000 2023,lu enak kayak kerja kagak gaji mau mau lah gen kayak gua,-3,Negatif
Thu Oct 05 10:44:25 +0000 2023,bayang lu gen gaji enggak umr ngehidupin orang tua sodara terus omong begini lu,-2,Negatif
Thu Oct 05 09:27:15 +0000 2023,kenal beberapa orang tua enggak kayak justru malah sandwich generation statement kerja tahun gaji memang dengar delusi persekusi pilih gen kerja gaji social impact memang blunder pilih kata,-1,Negatif
Thu Oct 05 09:07:58 +0000 2023,lu baca enggak enggak usah tiba datang ikut lu awal generalisasi gen malas enggak mau kerja mau instan padahal gaji digit generasi lu kontol kena gen permasalahn sistemik koruptor perintah generasi lu kalo mau cherry picking,-7,Negatif
Thu Oct 05 07:57:41 +0000 2023,asa gue gen kerja keras tetap gaji enggak cukup buat beli property bagaimana inflasi naik gaji segitu pegawai negeri mau minta naik gaji hujat netizen jilid padahal mah kalo bukan gaji mau mana usaha gaboleh,0,Netral
Thu Oct 05 07:34:38 +0000 2023,dirasain jadi wanita gen gaji pas lalu paksa nikah apa anak wanita apa rumah orang tua bakal diwarisin sama anak cowok kontol,-3,Negatif
Thu Oct 05 07:28:13 +0000 2023,apa apa gen gen seleb seleb twitter kalo enggak nyinggung gen hari langsung meriang muak baca nya lu mikir deh gaji umr mau nurunin gengsi turun nya enggak kebel properti,-2,Negatif
Thu Oct 05 07:24:06 +0000 2023,kocak kocak entah gue gen milenial apa gen gaji juta kalo buat biaya hidup orang pas an kocak sering makan hari sekali cok,-2,Negatif
Thu Oct 05 07:13:40 +0000 2023,lah kantor boomer ratarata pola pikir mewarisin segala anak alias tahta raja ngerepotin orang enggak mau kalah perkara apa padahal jelasjelas salah selalu sensi sama gen gelar lebih tinggi gaji lebih gede,-1,Negatif
Thu Oct 05 06:57:45 +0000 2023,coba sekarang gen gaji umr beli properti apa memang kepo deh apasih rahasia kakak tabung,-1,Negatif
Thu Oct 05 06:43:48 +0000 2023,seng tenang nih baca awal gue komentar mbak bilang alesan gen kerja ogah ogah gue bilang kamu pernah lihat enggak gen gaji digit bla bla bla enggak bilang semua genz rata rata gaji sgitu terus tb tb lu ngamuk,-1,Negatif
Thu Oct 05 06:17:28 +0000 2023,jangan gara gen tuntut kerja serba gaji ada,-2,Negatif
Thu Oct 05 06:07:37 +0000 2023,gua bukan gen kalo yakin gua percaya gua sih kayak kmungkin punya rumah meski gaji pas umr misal meski enggak brlangsung cpat dapetnya mungkin teman kknya enggak peduli min gaji yakin ujung hehe,-3,Negatif
Thu Oct 05 04:57:54 +0000 2023,jadi masuk dong keluh gen millenial harga properti memang mahal tambah habis pandemi ekonomi stabil inflasi gaji enggak tambah,3,Positif
Thu Oct 05 04:55:01 +0000 2023,gen gen kalau enggak handle kerja tuh bilang dulu ajuin resign baik jangan malah misoh sosmed amp bilang gaji enggak tara beban kerja terus mbedal sakpenake dewe,0,Netral
Thu Oct 05 04:18:28 +0000 2023,id gen gaji umr ngeluh padahal kerja tempat berac rasai bikin jalan anyer panarukan makan ada,0,Netral
Thu Oct 05 04:11:08 +0000 2023,gen selalu disudutin sama punya kerja tetap gaji tetap beli rumah aset tahun tahun inflasi tara umr label gue millenials,7,Positif
Thu Oct 05 03:50:26 +0000 2023,enggak jadi alesan buat ogah cuman lu bikin akan semua gen kayak gaji digit punya apartemen fafifu lain lu anggep gue hopeless sila,-2,Negatif
Thu Oct 05 03:47:58 +0000 2023,benar gen mending pinjol kalo enggak minjem orang punya gaji gede,1,Positif
Thu Oct 05 03:45:18 +0000 2023,masalah enggak semua orang ngehasilin konten sektor konten kreator banyak contoh lo lihat sekarang youtuber senumpuk apa oke agree enggak semua beasiswa mampu didik lanjut enggak semua gen gaji proper sektor guru contoh,-2,Negatif
Thu Oct 05 03:43:50 +0000 2023,bravob gen tuh nya the point apa kalo i quit i quit beda sama milenial ngeluh kerja mulu dijalanin kerja mau nya nyantai gaji mau gede gitulahh bedan wkwk,0,Netral
Thu Oct 05 03:27:15 +0000 2023,gen jobseeker duh mesti ikut kursus apa biar gue kerja gen gaji juta an laper euy bayar kost beli token listrik kuota gen gaji umr nak bantu mama byr utang juragan tahu oiya adek kamu bayar spp kasihan entar enggak sekolah,-4,Negatif
Thu Oct 05 03:25:48 +0000 2023,beli properti mesti diacc gaji lu nutup enggak gua rasa gen pasrah sini gen gaji enggak tembus nyicil properti jadi mau ngubah gaya hidup percuma,-2,Negatif
Thu Oct 05 03:24:56 +0000 2023,makanya gue bilang kalau asumsi gaji umr gue lanjut kalo bawah umr bagaimana lu kan reply tweet omong gen umum,-1,Negatif
Thu Oct 05 03:24:41 +0000 2023,benar harus mah gen makan hari sekali enggak usah muluk nasi kecap sama kerupuk biar gaji sisa banyak,-3,Negatif
Thu Oct 05 03:14:48 +0000 2023,awal kan ngomonginnya gen general bukan spesifik gaji umr,-1,Negatif
Thu Oct 05 03:13:55 +0000 2023,betul entah orang lihat standar hidup gen kayak rafatar kayak gen gledek gen kerja subuh ketemu malam hidup pas lantar gaji cuman umr biaya hidup kota makin tinggi,-1,Negatif
Thu Oct 05 03:13:52 +0000 2023,bukan gen gue pihak deh kasihan banyak sandwich gen gaji umr boro tabung malah dimintain ortusekalikalinya ngopi kafe dijulitin padahal bulan sekali saran gue buat gen cuma sih rantau luar negeri,-4,Negatif
Thu Oct 05 02:53:58 +0000 2023,alas banyak tiga gen punya kerja samping gaji tak cukup butuh utama paling tampak kelompok status sosial ekonomi ses tengah,0,Netral
Thu Oct 05 02:46:50 +0000 2023,meski tak kemudian arti gaji layak anggap perkara mainmain rujuk riset tirto gaji kurang pada jadi jawab paling populer alas gen pindah tempat kerja,-2,Negatif
Thu Oct 05 02:45:20 +0000 2023,lapor tirto sama ungkap gaji jadi nomor sekian gen definisi kriteria ideal atas kerja mayoritas kerja gen pilih kerja mungkin punya worklife balance,5,Positif
Thu Oct 05 02:43:47 +0000 2023,lebih crab mentality maksa gen stigma sulit property kalau beli dianggep survivorship bias padahal lu kagak naik gaji salah beli,-3,Negatif
Thu Oct 05 02:36:47 +0000 2023,banyak gen gaji digit umur berapa persen sih gen seluruh jumlah gen coba cek privilege background orang tua jenis,-1,Negatif
Thu Oct 05 02:34:58 +0000 2023,bayang lu gen kerja lu guru honorer enggak punya bapak which is lu sandwich generation nah gengsi mana tuh diturunin gaji bulan,4,Positif
Thu Oct 05 02:18:59 +0000 2023,sesat pikir selalu dawamkan gen millenial etc kerja urban lanyard tas jinjing mahal padahal yanto tetangga gue sambung hidup jual jajan sd sih pet jadi cleaning service mall gaji enggak juta,2,Positif
Thu Oct 05 02:14:08 +0000 2023,beda konteks replyan sih sofyan post sedang kritisi mostly gen dream enggak bkl wujud jikalau gaji sih sofyan lemeh muncung bilang kerja enggak gaji wht the hell gue ragu idealisme bkl stay terjun langsung dunia kerja nyata,2,Positif
Thu Oct 05 02:10:59 +0000 2023,kata gen suka beli kopi kafe minimal harga rbcup tiap hari lama bulan total jadi ribu gaji juta save ribu enggak ngejar harga rumah miliar tahun depan nya harga rumah sama gaji gen naik jadi juta enggak ngejar,4,Positif
Thu Oct 05 01:58:42 +0000 2023,lagi inflasi makin naik tiap tahun gaji enggak ikut naik mau kata apa discourse gen nyudutin memang lama bikin gerah,-3,Negatif
Thu Oct 05 01:55:18 +0000 2023,wah gen mau kerja gaji hayoklah gue buka lowong konten writer gaji gerak bidang didik personal finance investment loker lokercot,1,Positif
Thu Oct 05 01:31:32 +0000 2023,hahaha santuy bro memang gue gen kali edisi juang jaman susah kuliah bayar sendiri lulis si kerja mulai ribu tahun kemudian gaji juta bulan puji tuhan kasih rejeki punya anak gen itb satu yonsei satu sph kerja doa,3,Positif
Thu Oct 05 01:27:12 +0000 2023,kasihan gen selalu disalahin kalo bahas kga punya aset umur sekian susah buat beli rumah padahal gaji gen banyak bawah umr umr jogja menang lihat bginian,3,Positif
Thu Oct 05 01:26:45 +0000 2023,kira semua gen kerja start uptech gaji gede influencer kali,0,Netral
Thu Oct 05 01:17:27 +0000 2023,urus urus administrasi baru baru jadi lihat dokumen rumah harga rumah tanah sekian juta jadi ratus juta bas tahun cepat naik harga properti enggak dibarengin gaji naik wajar sih gen ngeluh susah punya properti,8,Positif
Thu Oct 05 01:16:28 +0000 2023,enggak sehopeless berani inovasi rupa gen hasil buat startup nama duar argument countered lu enggak disaltyin lah iki malah dilanjot jadi kerja tahun gaji sistem volunteer lah koe ki malah goreng wak,4,Positif
Thu Oct 05 00:56:55 +0000 2023,kalo mau kurang gengsi amp nurunin standar hidup ketawa banget gua lihat gaji tuh enggak buat lifestyle doang mostly buat butuh rumah tangga standar hidup gua sedikit bawah rata rata mau dijeblokin mana sih jangan generalisir gen foya doang,-1,Negatif
Thu Oct 05 00:45:35 +0000 2023,rekomendasi topik paling populer xtwitter cocok buat kalian pengin gaji babah elon musk split bill perilaku gen avkor tipu flexing harta amp jabat korban love bombing,1,Positif
Thu Oct 05 00:43:15 +0000 2023,tiap tahun harga barang naik lebih cepat gaji hadap fenomena sandwich generation boro mau gengsi kerja settle susah orang kritik gen mental tempe segala macam biasa sih orang tua kolot hidup zaman harto cari kerja ez,0,Netral
Thu Oct 05 00:40:45 +0000 2023,eneg sih dengar narasi foyafoya gengsi gen boomers padahal gen millenial sama gen hidup jaman sekarang waras alhamdulillah banget bayang gaji paling tinggi juta biayain keluarga makan hari bulan,4,Positif
Thu Oct 05 00:25:47 +0000 2023,nih gen rintis bisnis startup sendiri gaji i got the point jadi moga sukses bisnis nya moga sukses buat teman sandwich gen,5,Positif
Thu Oct 05 00:16:19 +0000 2023,bagaimana kagak rumah sama tanah rampas boomer gen gaji juta suruh biayain boomer wkwkwkwk,0,Netral
Wed Oct 04 17:21:49 +0000 2023,bekas pegawai pt kertas nusantara milik prabowo tuntut empat tahun bayar gaji pandawara udil goat gen ganjar lebih baik,2,Positif
Wed Oct 04 17:12:29 +0000 2023,gen korban uu ciptaker makanya gaji rerata bawah umr jgnkan mikir mau beli buat bulan terkadang kurang gaji hitung hari dasar hari kerja kerja hari bahagia bawa pulang juta,3,Positif
Wed Oct 04 17:06:30 +0000 2023,teman semua cek anyway gue enggak bangga kok kerja volunteer gaji gue bangga gen enggak se hopeless kayak mbak bilang berani ambil resiko buat bangun startup thats all,0,Netral
Wed Oct 04 16:36:24 +0000 2023,komplan komplen kerja sama gen padahal companynya specifically hire gen biar kasih gaji junior,1,Positif
Wed Oct 04 16:28:05 +0000 2023,kait masalah gaji segala income buat gen aku mau curhat capek banget hari besok moga lanjut goodnight,3,Positif
Wed Oct 04 16:27:07 +0000 2023,lihat jangan cuma gen kerja big company kota besar jangan lupa banyak gen kerja kota kecil gaji bawah umr standar hidup mana diturunin buat butuh pokok hari pas,-3,Negatif
Wed Oct 04 16:18:03 +0000 2023,jngankan gen milenial banyak kok baru umr apa daerah gaji indonesia tuh kecil banget sih parah padahal hrga naik terus gua enggak kpikiran soal beli rumah wkwk,-2,Negatif
Wed Oct 04 16:11:51 +0000 2023,tadi topik awal kan rata rata gaji anak generasi indonesia gaji juta enggak semua anak gen influencer kerja tech company jakarta makanya aku buat contoh kota kota punya strugglingnya masing masing segala rintang,-2,Negatif
Wed Oct 04 16:09:26 +0000 2023,lah iya nikmat boomer sama milenial kan gen gaji umrsandwich gen mana langgan begitu,3,Positif
Wed Oct 04 15:48:46 +0000 2023,gue penasaran kerja gen sekarang lebih sektor oldmoney lebih sektor fleksibel kayak tech art entertainment soal ngaruh gaji ngaruh mampu nyicil kpr,0,Netral
Wed Oct 04 15:27:27 +0000 2023,orang tua jaman dulu kayak gen jaman sekarang cuma beda harga jaman dulu gaji jaman dulu beda jauh dulu diceritain orang tua kerja pabrik kalo getol gaji kali bulan lembur beda amplop sekarang mah gaji rata hlsehari gaji kerja jam cuma,-10,Negatif
Wed Oct 04 15:23:25 +0000 2023,oalah iya kalo gen enggak usah keluar duit peser buat hidup semua minta sama orang tua biar gaji enggak berapa tabung full waktu tahun rumah kecil ada,-1,Negatif
Wed Oct 04 14:50:02 +0000 2023,gen tau cantik muka operasi jadi gampang minder sama diri sendiri hidup slogan young on top amp gaji digit umur jadi stres gen dijejelin iklan pinjol amp judi onlen tiap hari orang tua gen sibuk jadi influenser gen enggak kenal anti korup tau enggak pamer,-6,Negatif
Wed Oct 04 14:37:27 +0000 2023,enggak punya harga diri kalo semua inflasi terus harga properti naik terus gaji segitu enggak bakal kebel anjir kok malah akan gen standar hidup tinggi semua,-1,Negatif
Wed Oct 04 14:10:52 +0000 2023,banyak gen banting tulang gaji enggak berapa cuma asih orang tua uang buat hidup hari boro rasai nama gaji enggak ngutang sama orang syukur banget,2,Positif
Wed Oct 04 13:54:31 +0000 2023,kepala lo nurunin gengsi gaji enggak sesuai enggak ikut naik inflasi elahhhhh habis sama butuh hidup doang kalo gen nya sandwich gen,2,Positif
Wed Oct 04 13:50:34 +0000 2023,gen mau rang apa banyak kurang gaji umr generasi burger harga rumah kendara makin tinggi,-1,Negatif
Wed Oct 04 13:50:32 +0000 2023,gue teman gue gen mahasiswa enggak sehopeless berani buat inovasi buat startup gerak bidang didik kerja volunterr hampir tahun gaji jadi jangan nganggep gen lemah,3,Positif
Wed Oct 04 13:28:37 +0000 2023,bravob gue milenial anak buah milenial boomer urus organisasi anggota nya gen gen memang kurang sat set kalo gaji nya gede semangat,-2,Negatif
Wed Oct 04 13:10:12 +0000 2023,terima opini non gen selalu nilai kaum hedonis yaelaaah banggg gaji umr bangsa sandwich generation enggak sudi sumpah jajan kopiskincarefoya foya kalo enggak promo super oke,4,Positif
Tue Oct 03 18:20:03 +0000 2023,gen kan beda kalau kesel rasa paling benar sendiri paling idealis paling hak gaji tinggi paling hak wlb yaudah enggak perlu usaha ngekick orang mundur sendiri lantas beberapa bulan kemudian sesal resign kan aneh,-6,Negatif
Tue Oct 03 17:50:49 +0000 2023,ngapa gen mulu deh salah memang generasi enggak punya andil cipta lingkung kerja sekarang palugada gaji ada bagaimana,1,Positif
Tue Oct 03 17:13:46 +0000 2023,gen nanti percaya banyak postingan menginfluence gaji tinggi kerja wlb ideal kala negara skandinavia coba lihat nyata dulu indonesia industri ideal buat idealisme gen,5,Positif
Tue Oct 03 16:43:58 +0000 2023,waduh mbak sepuh maaf gen kalo kerja enggak lembek alhamdulillah gaji digit terus kerja millenial bidang justru millenial kerja bawah banyak ngeluhnya banding gen,4,Positif
Tue Oct 03 15:17:27 +0000 2023,kaya bukan gen hampir semua orang contoh resign masalah gaji enggak sesuai salah bos,-2,Negatif
Tue Oct 03 14:59:07 +0000 2023,sama satu atas asih gaji layak enggak jangan sindir sindir gen mulu ngeluh kerja overwork sendiri asih gaji enggak layak wkwk,-4,Negatif
Tue Oct 03 14:19:36 +0000 2023,gen pengin enak doang gaji gede lihat macam tiktok twitter padahal banyak halu,1,Positif
Tue Oct 03 13:01:50 +0000 2023,as gen kalo gue lebih enggak suka bebas dapat ekspres kekang sama atas julid nan kolot jadi malez anw aku pernah dengar sendiri salah angkat gue ngeluh latih workshop kerja usaha cuma bayar gaji tolak resign,-4,Negatif
Tue Oct 03 12:26:54 +0000 2023,gue suka bingung sama orang minjem peyleter lebih gajibpokok aneh soal teman gue minjem kali gaji cuman buat tonton konser doang enggak paham standar prioritas kaya rata rata gen melenial banyak sih,0,Netral
Tue Oct 03 12:10:51 +0000 2023,gua gen gua ngakuin sih kalo banyak gen mental aneh banget rasa krjanya terlalu santai pengin resign baru hari pertama krja terus marah pengin resign gaji enggak digit padahal baru kerja pengin resign kerja pns pengin kuliah pengin resign,-1,Negatif
Tue Oct 03 11:28:46 +0000 2023,enggak ah aku gen alhamdulillah sekarang bos enggak ngeluh selalu target gaji kecil upil kerja job pegang sehat kadang sakit cuman tahan gantung orang,-1,Negatif
Tue Oct 03 08:45:25 +0000 2023,kalimat tanya bingung kak mohon izin saran ubah jadi angkat gen mau kerja apa meski enggak sesuai ijazah gaji kecil,-2,Negatif
Tue Oct 03 08:41:13 +0000 2023,ngeluh gaji umr enggak banding sama skill nya kalo misal gaji umr kerja kantor jam pagi jam malam kan sama gen memang enggak didik kerja keras didik punya skill aku maksud gen an,3,Positif
Tue Oct 03 08:26:45 +0000 2023,sorry gue mau toxic angkat gen mau kerja apa meski enggak sesuai ijasah gaji kecil apa enggak kena pressure dikit sehat mental kerja luar batas dikit kata toxic kena mental kalian lemah,-7,Negatif
Mon Oct 02 08:03:45 +0000 2023,lamar gen lucu minta gaji juta buat butuh hidup surabaya minta mess kerja enggak naik motor muda slik nya jebol banyak pinjol susah cari lamar gen,0,Netral
Sun Oct 01 04:42:30 +0000 2023,gen kerja workload pengin resign marah hari pertama kerja pengin resign kerja santai pengin resign kntor jelek pengin resign gaji enggak digit pengin resign,2,Positif
Sat Sep 30 20:07:13 +0000 2023,banget kayak kemarin fess sender enggak suka kalo kerja terlalu santai padahal gaji gede gen sekarang aneh aneh deh marah hari pertama kerja pengin resign kerja terlalu santai pengin resign gaji enggak digit pengin resign,2,Positif
Fri Sep 29 13:37:43 +0000 2023,ganjar pranowo harap gen milenial kembang bakat generasi wirausaha terus kembang pbsi gaji juta keramas rempanghappyending,2,Positif
Thu Sep 28 11:18:54 +0000 2023,kerja pabrik kata jelas jam kerjanyaa akhir ku turut kerja pabrik bagi produksi gaji juta kurang dikitt jalan tahun adekku lulus sekolah adekku punya rasa terimakasih sama sekali laku benar benar gen banget,4,Positif
Tue Sep 26 14:44:52 +0000 2023,ababil adaptasi gen bil banyak kaget masuk pn aice gaji nya luar ekspektasi,0,Netral
Tue Sep 26 10:31:13 +0000 2023,gen expectation gaji fresh grad must be at least padahal job scope data entry je pergi lingkup,-3,Negatif
Tue Sep 26 04:00:51 +0000 2023,ferdians salah orang tua jelas banget didik moral etika enggak jadi guru anak gen risiko tinggi banget mana gaji kecil rata anak enggak etika anti tegor ancam nyawa anjir,-4,Negatif
