created_at,full_text,keyword
Thu Oct 05 01:27:12 +0000 2023,Kasian jga gen z selalu disalahin kalo udh pembahasan kga punya aset di umur sekian dan kesusahan buat beli rumah. Pdhal gaji gen z juga banyak yg di bawah umr dan umr jogja nangis liat bginian ,gaji gen z
Thu Oct 05 01:26:45 +0000 2023,@lostinnara @SBarokahKarpet Dikira semua gen z kerja di start up/tech yg gaji gede atau influencer kali,gaji gen z
Thu Oct 05 01:17:27 +0000 2023,Karna urus urus administrasi baru baru ini jadi liat dokumen dirumah yg dulunya harga rumah/ tanah sekian juta jadi ratusan juta dalam belasan tahun secepat itu naik harga properti tapi ga dibarengin dengan gaji yang naik wajar sih Gen Z ngeluh susah punya properti,gaji gen z
Thu Oct 05 01:16:28 +0000 2023, Kita ga sehopeless itu dan berani berinovasi kami yg merupakan gen z berhasil membuat startup bernama ... duar argument countered lu ga disaltyin. Lha iki malah dilanjot jadi kita udah kerja setahun tanpa gaji seperti sistem volunteer lha koe ki malah digoreng wak ,gaji gen z
Thu Oct 05 00:56:55 +0000 2023, Kalo mau kurangin gengsi &amp; nurunin standar hidup ketawa bgt gua liat ini. Gaji tuh ga buat lifestyle doang mostly buat kebutuhan rumah tangga. Standar hidup gua udah sedikit dibawah rata rata mau dijeblokin ampe mana lagi sii. Jangan generalisir gen Z yg foya2 doang,gaji gen z
Thu Oct 05 00:45:35 +0000 2023,Rekomendasi topik paling populer di X/Twitter. Cocok buat kalian yang pengen dapat gaji dari babah Elon Musk! 1) Split Bill 2) Perilaku gen Z 3) Avkor tertipu 4) Flexing harta &amp; jabatan 5) Korban love bombing Ada lagi?,gaji gen z
Thu Oct 05 00:43:15 +0000 2023,@stephvalentina_ Tiap tahun harga barang2 naik lbh cepet drpd gaji. Belom lg dihadapkan dgn fenomena sandwich generation. Boro2 mau gengsi dpt kerja yg settle aja susah. Orang kritik gen z mental tempe segala macem biasanya sih mereka org tua kolot yg hidup di zaman harto yg cari kerjanya ez,gaji gen z
Thu Oct 05 00:40:45 +0000 2023,Eneg sih denger narasi foya-foya Gengsi dari gen boomers padahal yang gen millenial sama gen z hidup di jaman sekarang bisa waras aja udh Alhamdulillah banget. Bayangin aja gaji mereka paling tinggi 4.8jt belum yg harus biayain keluarga. Makan sehari 30k aja sebulan udh 900k,gaji gen z
Thu Oct 05 00:25:47 +0000 2023, nih kita gen z tp bisa merintis bisnis startup sendiri tanpa di gaji I got the point. Jadi ya semoga sukses bisnis nya dan semoga sukses juga buat temen2 sandwich gen!,gaji gen z
Thu Oct 05 00:16:19 +0000 2023,@memelord_666666 Ya gimana kaga begitu. Rumah ama tanah dirampas Boomer Gen Z gaji 2jt disuruh biayain Boomer wkwkwkwk,gaji gen z
Wed Oct 04 17:21:49 +0000 2023,Bekas Pegawai PT Kertas Nusantara Milik Prabowo Nuntut Empat Tahun Pembayaran Gaji Pandawara Udil G.O.A.T Gen Z Ganjar Lebih Baik https://t.co/7rP6kCxMGL,gaji gen z
Wed Oct 04 17:12:29 +0000 2023,Gen Z itu korban UU Ciptaker makanya gaji mrk rerata dibawah UMR. Jgnkan mikir mau beli buat sebulan terkadang kurang krn gajinya dihitung harian berdasarkan hari kerja. Bisa kerja dpt 26 hari aja mrk udh bahagia krn bs bawa pulang 3 jutaan,gaji gen z
Wed Oct 04 17:06:30 +0000 2023,temen2 semuanya bisa cek yah di @scholare anyway gue ga membanggakan kok kerja volunteer tanpa gaji. Tapi gue bangga sebagai gen z ga se hopeless kaya mbanya bilang kita berani ambil resiko buat membangun startup. thats all,gaji gen z
Wed Oct 04 16:36:24 +0000 2023,komplan komplen kerja sm gen z padahal companynya specifically hire yg gen z biar bisa kasih gaji junior ,gaji gen z
Wed Oct 04 16:28:05 +0000 2023,Terkait masalah gaji. Dan segala income2 buat gen z. Aku mau curhat juga tp cape bets hari ini. Besok semoga bisa lanjut lg. Goodnight.,gaji gen z
Wed Oct 04 16:27:07 +0000 2023,@SBarokahKarpet yg diliat jgn cm gen z yg kerja di big company kota2 besar jgn lupa banyak gen z yg kerja di kota2 kecil dgn gaji di bawah UMR. standar hidup mana lg yg harus diturunin? sedangkan buat kebutuhan pokok sehari2 aja udh pas2an,gaji gen z
Wed Oct 04 16:18:03 +0000 2023,@tilehopper Jngankan gen Z milenial aja bnyak kok yg bru umr apa lgi di daerah. Gaji di indonesia tuh kecil bnget si parah pdhal hrga2 naik terus. Ini aja gua ga kpikiran soal beli rumah wkwk,gaji gen z
Wed Oct 04 16:11:51 +0000 2023,@tilehopper Tadi topik awal kan ini rata rata gaji anak generasi Z indo gaji 2jt dan gak semua anak gen Z itu influencer atau kerja di tech company di jkt makanya aku buatin contoh dari kota lain. Setiap kota pasti punya strugglingnya masing masing dengan segala rintangannya.,gaji gen z
Wed Oct 04 16:09:26 +0000 2023,@MadPartake @stephvalentina_ lha iya penikmatnya juga boomer ama milenial kan? gen z gaji umr+sandwich gen mana bisa langganan gituan,gaji gen z
Wed Oct 04 15:48:46 +0000 2023,Gue penasaran pekerjaan Gen Z sekarang itu lebih ke sektor yang old-money atau lebih ke sektor fleksibel kayak tech art entertainment dll. Soalnya ngaruh ke gaji = ngaruh ke kemampuan nyicil kpr.,gaji gen z
Wed Oct 04 15:27:27 +0000 2023,@exquisite9906 orang tua jaman dulu juga pasti kaya gen z jaman sekarang cuma bedanya harga jaman dulu + gaji jaman dulu beda jauh. Dulu diceritain ortu kerja pabrik klo getol gajian bisa 2x sebulan + lemburan beda amplop sekarang mah gaji rata Pada HL(sehari gaji yang kerja 12 jam cuma 50k),gaji gen z
Wed Oct 04 15:23:25 +0000 2023,@SBarokahKarpet oalah iya kalo bisa gen z gk usah ngeluarin duit sepeser pun buat hidup semuanya minta aja sama orang tua biar gaji yg gk seberapa itu bisa ditabung full dan dalam waktu 5 tahun bisa rumah kecil dan seadanya,gaji gen z
Wed Oct 04 14:50:02 +0000 2023,Gen z taunya cantik = muka operasian jd gampang minder sm diri sendiri. Mrk hidup dg slogan young on top &amp; gaji 2 digit di umur 25 jd stres. Gen z dijejelin iklan pinjol &amp; judi onlen tiap hari. Ortunya gen z sibuk jd influenser. Gen z gak kenal anti korup taunya gak blh pamer.,gaji gen z
Wed Oct 04 14:37:27 +0000 2023,ampe udah gapunya harga diri kl semua inflasi trs harga properti naik terus tp gaji segitu2 aja juga gabakal kebeli ya anjir. kok malah seakan2 gen z standar hidupnya tinggi semua ,gaji gen z
Wed Oct 04 14:10:52 +0000 2023,banyak gen z yang banting tulang gaji ga seberapa cuma demi ngasih ortu uang buat kehidupan sehari2. boro2 ngerasain yg namanya gaji gak ngutang sama orang aja udah syukur bgt.,gaji gen z
Wed Oct 04 13:54:31 +0000 2023,pala lo nurunin gengsi. GAJI AJA GA SESUAI GA NGIKUTIN KENAIKAN INFLASI ELAHHHHH HABIS SAMA KEBUTUHAN HIDUP DOANG. BELOM KALO GEN Z NYA SANDWICH GEN JUGA ,gaji gen z
Wed Oct 04 13:50:34 +0000 2023,@tilehopper Gen z mau dikurangi apaan banyak dari mereka udah kurang gaji UMR generasi burger harga rumah kendaraan makin tinggi ,gaji gen z
Wed Oct 04 13:50:32 +0000 2023,Gue dan temen2 gue GEN Z masih mahasiswa kita ga sehopeless itu dan kita berani buat berinovasi membuat startup yang bergerak di bidang pendidikan. Kita kerja volunterr hampir setahun tanpa gaji. Jadi jangan nganggep GEN Z itu lemah https://t.co/ISofeYozk3,gaji gen z
Wed Oct 04 13:28:37 +0000 2023,@mediocrickey @strike_bravo_b Gw milenial anak buah milenial dan 3 boomer Tapi ngurus organisasi yg anggota nya gen z. Gen Z memang agak kurang sat set tapi klo gaji nya gede ya semangat jg ,gaji gen z
Wed Oct 04 13:10:12 +0000 2023,tidak menerima opini dr non Gen Z yang selalu menilai kita sebagai kaum hedonis. yaelaaah banggg gaji UMR bangsa sandwich generation juga nggak sudi sumpah jajan kopi/skincare/foya foya kalo nggak ada promo super oke.,gaji gen z
Tue Oct 03 18:20:03 +0000 2023,@doodlledude @iniakunramon @peachyslen @dhiiikaaaaa @kinantiepm @ozarangkuti Gen z kan beda kalau kesel mereka merasa paling benar sendiri paling idealis paling berhak gaji tinggi paling berhak wlb Yaudah ga perlu perusahaan yang ngekick orang seperti itu mereka mundur sendiri Lantas beberapa bulan kemudian nyesel resign kan aneh,gaji gen z
Tue Oct 03 17:50:49 +0000 2023,Ngapa gen z mulu dah yang di salahin? Emang generasi yang lain ga punya andil menciptakan lingkungan kerja yang sekarang? Yang bisa palugada tapi gaji seadanya gimana?,gaji gen z
Tue Oct 03 17:13:46 +0000 2023,@wordgenic @peachyslen @dhiiikaaaaa @kinantiepm @ozarangkuti Gen z juga akan begitu nantinya tapi yang mereka percayai itu banyak postingan yang menginfluence mereka gaji harus tinggi Kerja harus wlb itu ideal dikala negaranya skandinavia. Coba liat kenyataan dulu di Indonesia industrinya aja belum ideal buat idealisme gen z,gaji gen z
Tue Oct 03 16:43:58 +0000 2023,waduh mbak sepuh maaf saya gen z tapi saya kalo kerja gak lembek. alhamdulillah gaji 2 digit trus bisa mempekerjakan millenial di bidang saya. justru millenial yg kerja di bawah saya banyak ngeluhnya dibanding gen z,gaji gen z
Tue Oct 03 15:17:27 +0000 2023,@ozarangkuti kayanya bukan gen z aja tapi hampir semua orang. contohnya resign masalah gaji ga sesuai nyalahin bosnya,gaji gen z
Tue Oct 03 14:59:07 +0000 2023,@glrhn Sama satu lagi atasan ngasih gaji yang layak gak? Jangan nyindir nyindir gen Z mulu karena ngeluh kerjaannya overwork tapi sendirinya ngasih gaji gak layak wkwk,gaji gen z
Tue Oct 03 14:19:36 +0000 2023,@ogiehart Gen z pengen enaknya doang tapi gaji gede yg diliat2 macem di tiktok dan twitter padahal banyak yg halu juga ,gaji gen z
Tue Oct 03 13:01:50 +0000 2023,@kinantiepm @ozarangkuti as gen z kalo w lebih ke ga suka aja kebebasan berpendapat dan berekspresi dikekang sama atasan julid nan kolot jadinya malez. Anw aku pernah denger sendiri salah1 angkatan w ngeluh pelatihan dan workshop kerja dari perusahaan cuma dibayar 40% gaji ditolak dan resign.,gaji gen z
Tue Oct 03 12:26:54 +0000 2023,gw suka bingung sama org yg minjem peyleter melebihi gajibpokok dia. Aneh aja. soalnya ada tmn gw yg minjem 2x dari gaji dia dan cuman buat nonton konser doang gak paham standar prioritas kayanya.. dan rata rata gen Z tapi melenial dan Y juga banyak si,gaji gen z
Tue Oct 03 12:10:51 +0000 2023,@infoXwor_ Gua gen z dan gua ngakuin sih kalo banyak gen z itu mentalnya aneh bgt. 1. Ada yg ngerasa krjanya terlalu santai pngen resign 2. Baru hari pertama krja trus dimarahin pngen resign 3. Gaji ga 2 digit padahal masih baru kerja pngen resign 4. Kerja pns pngen kuliah pngen resign,gaji gen z
Tue Oct 03 11:28:46 +0000 2023,@kinantiepm @ozarangkuti gak juga ah ak gen z tp alhamdulillah sampe skrg bos gk ngeluh selalu target walau gaji kecil se-upil kerjaan 5 job saya yg pegang masih sehat walau kadang agak sakit cmn ditahan tergantung orgny,gaji gen z
Tue Oct 03 08:45:25 +0000 2023,@REPT0IDS Kalimat pertanyaannya agak membingungkan kak. Mohon izin saya saran untuk diubah menjadi apakah angkatan Gen Z masih ada yg mau kerja apapun meskipun ga sesuai dengan ijazah dan dengan gaji kecil? ,gaji gen z
Tue Oct 03 08:41:13 +0000 2023,ngeluh gaji UMR tapi ga sebanding sama skill nya. kalo misal dapet gaji UMR tapi kerja di kantor dari jam 9 pagi sampe jam 9 malem. kan sama aja. kita gen z itu emang ga dididik untuk kerja sekeras itu tapi kita dididik untuk punya skill. yang aku maksud adalah gen z 2000an ya,gaji gen z
Tue Oct 03 08:26:45 +0000 2023,Sorry ya gue mau toxic Angkatan gen Z masih ada yg mau kerja apapun meskipun ga sesuai ijasah dengan gaji kecil apa gak ya? Kena pressure dikit kesehatan mental kerjaan di luar batas dikit katanya toxic dan kena mental. Kalian itu lemah,gaji gen z
Mon Oct 02 08:03:45 +0000 2023,Ini pelamar gen Z lucu2 ya. Ada yang minta gaji 6jt karena buat kebutuhan hidup di surabaya Ada yang minta mess kerja Ada yang ga bisa naik motor Ada yang masih muda tapi slik nya jebol kebanyakan pinjol Susah ya cari pelamar gen z,gaji gen z
Sun Oct 01 04:42:30 +0000 2023,@worksfess Gen z ini ada ada aja ya kerja workload pengen resign dimarahin hari pertama kerja pengen resign kerja santai pengen resign kntor jlek pengen resign gaji ga 2 digit pengen resign,gaji gen z
Sat Sep 30 20:07:13 +0000 2023,@madravaka @worksfess Ada bgt keknya ada kmrn fess sendernya ga suka kalo kerjanya terlalu santai pdhl gajinya gede Gen z skrg aneh aneh dah ada yang dimarahin di hari pertama kerja udah pengen resign kerja terlalu santai pengen resign gaji ga smpe 2 digit pengen resign,gaji gen z
Fri Sep 29 13:37:43 +0000 2023,Ganjar Pranowo berharap Gen z dan milenial dapat kembangkan bakat agar generasi wirausaha terus berkembang PBSI Gaji 20jt Keramas #RempangHappyEnding https://t.co/Ut2C83k4wp,gaji gen z
Thu Sep 28 11:18:54 +0000 2023,kerja di pabrik aja yg katanya jelas jam kerjanyaa Akhirnya ku turuti kerjalah dipabrik. Bagian produksi dg gaji 3jt kurang dikitt. Perjalanannya 3tahun sampe adekku lulus- sekolah. Adekku ini tidak punya rasa terimakasih sama sekali. Kelakuannya bener bener gen z bgt,gaji gen z
Tue Sep 26 14:44:52 +0000 2023,@PNS_Ababil ini demi beradaptasi dengan gen z bil.. banyak yg kaget setelah masuk pn aice gaji nya diluar ekspektasi,gaji gen z
Tue Sep 26 10:31:13 +0000 2023,Gen Z dengan expectation gaji fresh grad must be 2.5k at least padahal job scope data entry je boleh pergi melingkup,gaji gen z
Tue Sep 26 04:00:51 +0000 2023,@alex_ferdians @Heraloebss ini salah orang tuanya jelas banget. pendidikan moral etika ga ada. jadi guru anak gen z risikonya tinggi bgt ya. udh mana gaji kecil rata2 anaknya juga ga ada etika anti tegor sampe mengancam nyawa anjir,gaji gen z
Tue Sep 26 02:39:00 +0000 2023,Aku bukan gen z trs berusaha menikmati salah satu pekerjaan baru jalan 2 minggu gue bener2 udh gakuatttt trs akhirnya gue cabutt dan itu terjadi 2 kali sampe gue kayak trauma kerja lagi trs skrg dpt kerjaan yg alhamdulillah aku enjoy walaupun gaji terbilang kecil,gaji gen z
Tue Sep 26 02:36:34 +0000 2023,@BlueOceanRKHY @jandomanis Mbaa.. tapi emang di lapangan begitu... contoh nihhh di kantor temen aku di instansi pemerintah... angkatan gen Z itu selaluuu aja ada ngeluhnya.. yg gak sesuai gaji lah ga sesuai kateringnya lah dan tidak menghargai senior2nya.. itu kenyataan...,gaji gen z
Mon Sep 25 06:02:37 +0000 2023,@Sociolanes @txtdrberseragam Lah yg ngutang buat negara itu gen mana? Bos2 yg suka nunggak gaji karyawannya? Atau orang2 yg coba gabung nonton one piece biar dapet suara anak muda? Kejauhan kayanya yg ini... Maap maap mksdku emang gen z ini lohh bener2 ya pak Kasi tau pak tangkeplah influencer judi itu,gaji gen z
Sun Sep 24 13:10:17 +0000 2023,Heran bener deh sama kelakukan Gen z beli Pokemon Go Plus nyicil potong gaji dari kerjaan itu gunanya cuman buat nyari pokemon virtual doang bjir lah fak kata gua teh. Kek mending buat yg lain kenapa sih,gaji gen z
Fri Sep 22 11:49:48 +0000 2023,@worksfess sukanya : sesuai bidang soal menulis bosnya nyantai temen2 cukup asik soalnya gk toxic sama adem aja di ac dukanya : GAJI KECIL SEKECIL TINGGI BADANKU bos suka rada2 AGAK JAUH malah dikasi anak magang yg gk ada usahanya sama sekali Syedih euy ak gen Z tp gk gini amat,gaji gen z
Fri Sep 22 07:56:11 +0000 2023,Ada sedikit perbedaan dengan hasil dari survei Pacmann. Hasil riset kami menunjukkan preferensi yang agak berbeda antara gaji dan lingkungan kerja Gen Z lebih memilih untuk menyeimbangkan keduanya. Jika dibandingkan dengan career progression Gen Z memilih Career Progression. https://t.co/9OdDA4O0Ws,gaji gen z
Fri Sep 22 07:50:45 +0000 2023,Dari riset yang pernah dilakukan sebelumnya di Indonesia pekerja Gen Z adalah generasi yang mementingkan hal lain seperti lingkungan kerja progress career daripada gaji. Riset dari Tirto mengenai Pekerja Gen-Z: https://t.co/DSo76PZSBJ,gaji gen z
Fri Sep 22 03:16:11 +0000 2023,Menfess Menfess ini bikin mental para gen z jadi loser. Perkara gaji doang nanya. Pertimbangan kerjaan aja nanya. Sampah..,gaji gen z
Thu Sep 21 11:02:06 +0000 2023,cukup bgt dah kerja ama gen z dateng telat pulang cepet kerja lelet banyak ngeluhnya gaji tetep dimakan kantor dijelek2in moga berkah dah iduplo,gaji gen z
Wed Sep 20 23:48:42 +0000 2023,@tanyakanrl Emang gen z / milenial jaman sekarang gaji elite nabung sulit Punya jabatan tinggi di perusahaan alumni s1 - s3 tapi masih ngutang perusahaan sampe puluhan juta Kalo denger temen pada ghibah tuh kyk dalam hati nih orang gajinya gede tapi masih ngutang ,gaji gen z
Wed Sep 20 16:24:18 +0000 2023,@CNNIndonesia Kemaren mental health pada gen Z perbaiki gizi. Hari ini hukum bisa dibeli kasi Hakim gaji tinggi. Is not that simple Opa! Begini ini kalau MANULA nyapres wegah kerja &amp; mikir berat. Semua digampangin. Bikin irritated jadi makin yakin untuk tidak memilih capres yg kayak gini,gaji gen z
Wed Sep 20 08:24:36 +0000 2023,Real gaji Gen Z habis buat langganan app,gaji gen z
Tue Sep 19 23:16:07 +0000 2023,Idk gen z skrg nih trend standar buat kerja nya tinggi bgt. It's good tp kalo terlalu picky ya susah alias ga ada tempat kerja yg sempurna Lingkungan ga toxic -&gt; gaji kecil Lingkungan sehat gaji gede -&gt; targetnya gede Namanya associate ya udh sepantesnya gaji ga gede gede amat,gaji gen z
Tue Sep 19 06:11:19 +0000 2023,gen z &amp; millenials yang curhat mulu gaji ga cukup buat kebutuhan hidup ga bisa beli rumah dll meanwhile selera lagunya:,gaji gen z
Sun Sep 17 16:16:26 +0000 2023,@Shirityshukuji @sosmedkeras Iya betul sekali itulah fenomena generasi gen Z saya lihat ya cafe itu setiap weekend penuh sama anak-anak muda saya perhatikan tiap weekend nongkrongnya di cafe gaji habis tidak apa-apa kata mereka yang penting bisa eksis.,gaji gen z
Sun Sep 17 10:37:34 +0000 2023,@Paltiwest Bukan mengaburkan justru meluruskan.. Gen Z dan Y justru lebih pintar karna cerita yg digoreng setiap kali Pilpres namun tidak terbukti... Adakah Pecatan yg menerima gaji Pensiun dari Negara setiap bulannya ?? Disitulah cerdasnya Gen Z dan Y memutuskan.,gaji gen z
Sun Sep 17 10:21:23 +0000 2023,Aduh bingung bgt gw harus kerja apalagi huhuhu adek minta dibeliin motor which is gaji gw gk support buat beliin dia motor. Dasar anak gen z,gaji gen z
Sat Sep 16 03:41:28 +0000 2023,Fresh grad dia offer 3.6k tu pun dah alhamdulillah sgt bodo. Org lain bertahun2 kerja pun gaji 1.5k majikan btul2 ikut minimum wage je. Kau fresh grad terus beli honda duduk condo sorg2 ke? Alaaaa gen z ni ,gaji gen z
Fri Sep 15 22:44:44 +0000 2023,Beberapa hari kemarin berkunjung ke salah satu sekolah kejuruan di Banten ngajar disana. Boomer millennial gen Z jadi pengajar mereka secara bergantian. Pulang dr sana kesan kami ke peserta didik sama: setelah lulus pengen gaji tinggi tp semangat buat belajar rendah,gaji gen z
Fri Sep 15 03:12:54 +0000 2023,@manutd_world Gen Z rata² ya kyk bgini mental healt lah perlu healing lah ga mau ngakuin salaha lah lu kerja profesional boss lu siapa yg di gaji gede siapa.. ngengkeng maning,gaji gen z
Fri Sep 15 01:41:35 +0000 2023,Gen Z syndrome. Belum keje lagi dh demand mcm2. 3.6k for fresh graduate more than enough woi. Kalau gaji 3.6k tak perform pun tak guna jgk. FYI lagi tinggi gaji lagi byk keje kau kena buat. Jgn baru kje sebulan dh resign ,gaji gen z
Thu Sep 14 10:19:58 +0000 2023,@cathacllysm ⠀ Bisaaa! Tapi biar ngga overwork kalau gaji tetep segitu. Gen Z banget ya. ⠀,gaji gen z
Wed Sep 13 13:05:27 +0000 2023,Dear gen Z ga semua terlahir punya privilege. Harus ada yang dikorbakan. Gaji banyak tapi habis buat ini-itu hal yang wajar. Jangan nyesel semangat terus (aku).,gaji gen z
Wed Sep 13 09:10:45 +0000 2023,berarti ini gen Z ya? gue milenial sih anyway kenapa sih masih fg aja udah ribet banget perkara gaji lu tuh fg ga ada pengalaman tau diri dikit kali kalo misal mempertimbangkan perusahaan gue setuju karena itu penting tapi kalo semata-mata gaji tuh hadeh capek banget,gaji gen z
Tue Sep 12 09:59:52 +0000 2023,@HalimDzul @meng_miauw @tanyakanrl Hp cina pala lu peyang hp itu hasil dari kerja keras dibeli pake gaji pertama mang uang dr mana? lu kira jatuh dari langit?,gaji gen z
Tue Sep 12 00:12:20 +0000 2023,lagi satu cepatnya resign mesti gen z tu lah hidup orang purba kalau dah selesa duduk satu tempat duduk je lah situ even gaji tak banyak. kami gen z bijak ada better opportunity kita grab,gaji gen z
Wed Aug 16 11:35:29 +0000 2023,@irzanny @TirtoID Emang gen Z bisa DP 90% senilai 1.8 m itu dapet darimana? Nabung brp tahun tuh kalo gajinya 5.9 jt/bulan (rata2 gaji pekerja formal di Jkt as per data BPS) Kopi 600k per bulan dimasalahin trs ngasi solusi DP rumah 1.8 m. Udahlah argumen masnya mbulet gak masuk akal,gaji gen z
Mon Aug 14 06:05:22 +0000 2023,Aku tengok cara gen z berbelanja pun aku yang seram. Ada je gen z kat ofis ni gaji 3k tapi banyak hutang lifestyle macam ni.,gaji gen z
Mon Aug 14 05:10:40 +0000 2023,Serem juga liat banyak gen z pada gampang pake paylater. Namanya doang keren pdhl yaa itu ngutang. Membiasakan ngutang sejak dini utk barang2 yg ga esensial dan ga urgent itu bahaya sih cuman tergiur promo doang apalagi kalo blm punya gaji tetap tiap bulan bisa jd bumerang,gaji gen z
Sat Aug 12 13:31:32 +0000 2023,bingung gue.. liat treads yang isinya gen Z mengeluhkan hidupnya yg katanya gitu2 aja gaji masih mentok di 5 hidup di jakarta perlu ini itu ini itu..,gaji gen z
Sat Aug 12 09:25:59 +0000 2023,@tanyakanrl permasalahan gen z gw punya konveksi karyawan gen z itu nyebelin nya minta ampun gak punya skill dan gak punya otak tapi pengen nya gaji gede dikit dikit update status parah sialan,gaji gen z
Sat Aug 12 04:37:42 +0000 2023,ini dari kemaren innova zenix muncul uda kaget sama harganya. gen z ini lama-lama selain gabisa beli rumah juga gabisa beli mobil semuanya pada naik tapi gaji masih stuck disitu aja ya gabisa ke reach. gamasuk akal indo ini emang,gaji gen z
Sat Aug 12 02:21:21 +0000 2023,@tanyakanrl baru calon run nder run. 100rb/mg cukup buat apa woi wkwk. Tp pertimbangin total gaji calonnya jg sih nder. 400 ribu per bulan tuh berapa persen dr total gajinya? Kalo gajinya cm 500 ya wajar tp kalo gaji 5 juta buat makan 400k ya red flag WKWK sisanya buat apaan tuh tanyain,gaji gen z
Fri Aug 11 11:28:57 +0000 2023,pertanyaan aneh yang emang ga perlu dijawab... ga usah tanya gen z baby boomer di kala mereka lulus dan nyari kerja juga punya obsesi gaji gede aneh bener,gaji gen z
Fri Aug 11 09:20:37 +0000 2023,@worksfess The real question is why aren t you? Ini kekurangannya generasi sebelum gen Z masih banyak yang gak sadar kalau produk sekarang harganya udah gak semurah dulu. Rumah yang layak hidup aja harganya udah milyaran. Kalau mau nyamain dengan gaji FG zaman lu kapan mau kebeli?,gaji gen z
Fri Aug 11 02:55:26 +0000 2023,@worksfess @hrdbacot Punya gaji gede bukan cuma ekspektasi gen z dong. https://t.co/f2BOCofssw,gaji gen z
Thu Aug 10 22:52:21 +0000 2023,@worksfess Kepanjangan gen z tau ga apa nder gen zenwich makanya expect gaji gede,gaji gen z
Thu Aug 10 17:18:21 +0000 2023,@Mentalmath5 @worksfess Bukan. Gaji 4-6 juta itu sangat wajar dan gue setuju jangan mau gaji di bawah UMR. Yang dimaksud sender adalah Gen Z freshgrad minta gaji 2 digit atau mendekati 2 digit. Like who are you? What can you do? What can you guarantee for us?,gaji gen z
Thu Aug 10 16:50:45 +0000 2023,@worksfess Emang adapula yg pengen gaji besar untuk gaya hidup. Tapi jangan dipukul rata. Masih ada FG/gen z yg tetep terima walau gajinya ngepas umr di atas umr sedikit bahkan di bawah umr..,gaji gen z
Thu Aug 10 16:47:47 +0000 2023,@worksfess Gak semua FG/gen z itu lahir dari keluarga mampu bahkan beberapa dari mereka harus jadi tulang punggung keluarga. Gaji mereka tentu harus dibagi2 mana utk makan utk kosan utk ongkos/bensin utk keluarga dan utk kebutuhan yg lain. Cont-,gaji gen z
Thu Aug 10 16:18:41 +0000 2023,@worksfess gw gen z dan yes betul. Pas FG gw egois bgt pgn gaji gede ya krn ter influence konten gaji km brp? hahaha padal sbg FG walopun gw apal teori tp skill blm tentu.. dan krn itulah gaji itu privacy dan sensitive biar g ada gen z kyk gw haha,gaji gen z
Thu Aug 10 16:13:02 +0000 2023,kayanya klo gaji gabs diliat dr gen apa deh kalo emg dia gen z trus udh berskill &amp; emg punya pengalaman apa salah ekspetasi gajinya? tp ya balik lg sih big sallary disini tuh brp mksdnya ya trus gen z kan dr 97 ya.. wajar sih klo mrka yg minta big sallary https://t.co/dBynTzBXW0,gaji gen z
Thu Aug 10 11:42:42 +0000 2023,@worksfess Hayo gen z yg mau ngelamar cpns dipikir dulu gaji ga gede sama penempatannya seluruh indonesia bahkan daerah terpencil. Kl ga niat jgn lamar. Kasih kesempatan sama yang serius. Dr pada resign,gaji gen z
Thu Aug 10 02:58:35 +0000 2023,@worksfess Rumah pada mahal untuk gaji yg cuma umr dan gen z,gaji gen z
Thu Aug 10 01:16:57 +0000 2023,@dyntulz FAST RESP BANGEETTT gaji buta lu ya dst gen Z,gaji gen z
Wed Aug 09 23:48:06 +0000 2023,@worksfess Bisa buat self reward aja udah syukur2.. dikira gaji semua kalangan gen Z ama Milenial di atas UMK?,gaji gen z
Wed Aug 09 13:35:01 +0000 2023,@zhajoon @tang__kira Giliran generasi mreka pada jualin rumah lakunya susah kan? Wkwkwkw mampus aja tu rumah2 invest pada ga laku harganya ga ngotak buat gaji mayoritas milenial &amp; gen Z ya g masih di sekitaran umr. Alhasil kita2 yang terpaksa mepet ke kota2 penyangga demi cari rumah yang terjangkau,gaji gen z
Mon Aug 07 13:38:44 +0000 2023,Namun pada kenyataannya gen Z dengan gaji sekitar 5 ~ 6 juta perbulan tetap tidak menjangkau untuk memiliki rumah karna harga rumah yang semakin meroket. Kemudian hal yg paling mungkin adalah sekarang sewa. https://t.co/tpnCcnzqnd,gaji gen z
Mon Aug 07 09:38:16 +0000 2023,kehadapan gen gen z budak sunat laser korg ni kan kerja dah lah pemalas kuat ngular demand mcm mcm gaji terlupa bayar sehari je terus nak ngamuk2 ugut nk berhenti. pleasee lah check balik diri tu. Manja sangat,gaji gen z
Fri Aug 04 17:56:26 +0000 2023,Call/WhatsApp orang pukul 2.00 pagi pada hari minggu di Pantai Timur siap pushy nak gotue gonie ikut sedap anak tekak dia je. Gen Z punya common sense pergi ke mana ya sebenarnya? Septic tank? You gigih kerja sampai ke pagi tak tidur malam 527 hari tak naik gaji pun diknon. ,gaji gen z
Thu Aug 03 05:03:45 +0000 2023,@worksfess Banyak loh umur 20 tahun ke bawah dpt profit ratusan Juta juga ... Gen Z sekarang Keren keren sih ... Mudah mudah ngerasain dapet gaji / profit 3 digit ....,gaji gen z
Mon Jul 31 11:22:59 +0000 2023,Nak gen Z minat stem Tapi Starting gaji pun tak sampai 3k Ada tu ada yang tinggi tapi bukan kebiasaan dan abit limited la company yang boleh offer yang okay https://t.co/nzT0MOjym5,gaji gen z
